,name,address,city,state,postal_code,stars,review_count,is_open,categories
7669,9 Dragons Kung Fu,"20833 N Cave Creek Rd, Ste 102",Phoenix,AZ,85024,4.0,5,1,"Fitness & Instruction, Active Life, Chinese Martial Arts, Martial Arts, Qi Gong, Tai Chi"
7725,SNAP Fitness Summerlin,"10180 W Tropicana Ave, Ste 136",Las Vegas,NV,89147,4.5,24,1,"Massage, Beauty & Spas, Gyms, Active Life, Trainers, Fitness & Instruction"
7786,Craig O'Hern Golf School,2211 N Litchfield Rd,Goodyear,AZ,85395,5.0,5,1,"Golf Lessons, Active Life, Fitness & Instruction"
7832,Emerald Hills Golf & Country Club,14001 Warden Ave,Stouffville,ON,L4A 7X5,4.0,3,1,"Golf, Active Life, Amateur Sports Teams, Fitness & Instruction"
7897,Orangetheory Fitness Pittsburgh - East End,5841 Penn Ave,Pittsburgh,PA,15206,4.0,30,1,"Fitness & Instruction, Interval Training Gyms, Trainers, Active Life, Boot Camps, Gyms"
7965,Tribrid Personal Training,"1925 S Sossaman Rd, Ste 109",Mesa,AZ,85209,3.5,20,1,"Fitness & Instruction, Professional Services, Trainers, Active Life, Health & Medical, Weight Loss Centers, Nutritionists, Life Coach"
8136,HolisticFit,828 Hazelwood Ave,Pittsburgh,PA,15217,5.0,5,1,"Weight Loss Centers, Health & Medical, Active Life, Gyms, Fitness & Instruction, Counseling & Mental Health, Trainers"
8281,Orangetheory Fitness Gilbert,"1110 S Gilbert Rd, Ste 102",Gilbert,AZ,85296,4.5,58,1,"Fitness & Instruction, Boot Camps, Interval Training Gyms, Trainers, Gyms, Active Life"
8456,Southern Nevada Desert Mermaids,101 S Pavilion Center Dr,Las Vegas,NV,89144,5.0,4,1,"Education, Swimming Lessons/Schools, Fitness & Instruction, Active Life, Specialty Schools, Sports Clubs"
8459,Boulderz Climbing Centre,"1444 Dupont Street, Unit 16",Toronto,ON,M6P 4H3,3.5,9,1,"Climbing, Fitness & Instruction, Gyms, Active Life"
8461,GoodLife Fitness,"15400-15480 Bayview Ave, Unit D4",Aurora,ON,L4G 7J1,3.5,3,1,"Gyms, Active Life, Fitness & Instruction, Trainers, Sports Clubs"
8483,Rock City Dance Studio,7501 Pearl Rd,Cleveland,OH,44130,5.0,3,1,"Arts & Entertainment, Education, Specialty Schools, Active Life, Performing Arts, Dance Schools, Fitness & Instruction, Dance Studios"
8528,Barre Body Studio,1202 20th Avenue SE,Calgary,AB,T2G 3G2,5.0,10,1,"Active Life, Opera & Ballet, Dance Studios, Arts & Entertainment, Yoga, Fitness & Instruction, Pilates"
8538,TITLE Boxing Club,"15367 W. McDowell Rd., Ste C-2",Goodyear,AZ,85395,3.5,6,1,"Fitness & Instruction, Boxing, Active Life, Gyms, Trainers"
8563,Fit4Less,5150 Yonge Street,Toronto,ON,M2N 6L6,3.0,10,1,"Active Life, Fitness & Instruction, Gyms"
8575,Reebok CrossFit Ramsay,2010 - 2600 Portland Street SE,Calgary,AB,T2G 4M6,5.0,5,1,"Active Life, Fitness & Instruction, Health & Medical, Nutritionists, Gymnastics, Gyms, Trainers"
8588,Kids SuperGym,"3620A Laird Road, Unit 9 & 10",Mississauga,ON,L5L 6A8,3.0,3,1,"Gyms, Gymnastics, Fitness & Instruction, Day Camps, Kids Activities, Active Life"
8603,Raw Fitness Henderson - St. Rose Parkway,3019 Saint Rose Pkwy,Henderson,NV,89052,5.0,10,1,"Gyms, Fitness & Instruction, Active Life, Boot Camps, Weight Loss Centers, Health & Medical"
8768,Planet Fitness,"30008 Lake Shore Blvd, Unit 5",Willowick,OH,44095,4.0,10,1,"Gyms, Trainers, Active Life, Fitness & Instruction"
8789,Anytime Fitness,3135 E Indian School Rd,Phoenix,AZ,85016,4.0,29,1,"Fitness & Instruction, Gyms, Active Life, Trainers"
8884,Fitness 1 Gym,802 E Union Hills,Phoenix,AZ,85024,3.0,68,1,"Active Life, Gyms, Fitness & Instruction, Cardio Classes, Trainers"
8895,SuperCharge! Foods,1902 E Washington Ave,Madison,WI,53704,4.5,14,1,"Active Life, Yoga, Fitness & Instruction, Juice Bars & Smoothies, Specialty Food, Health Markets, Food, Local Services, Community Service/Non-Profit"
8933,Palm Valley Golf Club,2211 N Litchfield Rd,Goodyear,AZ,85395,3.5,31,1,"Golf, Active Life, Fitness & Instruction, Golf Lessons"
9001,Las Vegas Shotokan Karate,2929 W Sahara Ave,Las Vegas,NV,89102,5.0,5,1,"Martial Arts, Fitness & Instruction, Karate, Active Life"
9062,Yoga Love Pittsburgh,"134 S Highland Ave, Fl 2",Pittsburgh,PA,15206,5.0,16,1,"Fitness & Instruction, Active Life, Yoga, Pilates"
9071,Adelaide Club,1 First Canadian Pl,Toronto,ON,M5X 1B8,4.0,11,1,"Active Life, Fitness & Instruction, Gyms"
9090,Reebok CrossFit Liberty Village,37 Mowat Avenue,Toronto,ON,M6K 3E8,4.5,5,1,"Trainers, Active Life, Gyms, Fitness & Instruction"
9120,Aqua-Tots Swim Schools Surprise,"13833 W Bell Rd, Ste 104",Surprise,AZ,85374,4.5,11,1,"Active Life, Specialty Schools, Education, Swimming Lessons/Schools, Fitness & Instruction"
9201,Elite Fitness Training and Coaching,2810 Hundman Dr,Champaign,IL,61822,3.5,3,1,"Active Life, Physical Therapy, Health & Medical, Trainers, Fitness & Instruction, Gyms"
9202,Modo Yoga Markham,"5051 Highway 7, Suiite 2",Markham,ON,L3R 1N3,4.0,26,1,"Yoga, Education, Specialty Schools, Fitness & Instruction, Active Life"
9302,SPINCO,2577 Yonge St,Toronto,ON,M4P 2J1,3.5,3,1,"Fitness & Instruction, Active Life"
9382,Anytime Fitness,72 Copper Crk Dr,Markham,ON,L6B 0P2,1.5,6,1,"Fitness & Instruction, Gyms, Trainers, Active Life"
9575,Diventures,3029 Fitchrona Rd,Fitchburg,WI,53719,5.0,3,1,"Swimming Lessons/Schools, Fitness & Instruction, Specialty Schools, Active Life, Education, Snorkeling, Swimming Pools"
9591,LA Fitness,18367 Yonge St,East Gwilimbury,ON,L9N 0A2,2.5,7,1,"Yoga, Gyms, Trainers, Fitness & Instruction, Active Life, Sports Clubs"
9794,Lifeguard Solutions,Two Robert Trent Jones Ln,Las Vegas,NV,89141,3.5,3,1,"Fitness & Instruction, Education, First Aid Classes, Specialty Schools, Swimming Lessons/Schools, CPR Classes, Active Life, Swimming Pools, Home Services"
9825,Body Focus Fitness,"7380 S Eastern Ave, Ste 109-C",Las Vegas,NV,89123,4.0,7,1,"Gyms, Fitness & Instruction, Active Life, Boot Camps, Trainers"
9858,Fitness in Motion,9691 Trailwood Dr,Las Vegas,NV,89134,5.0,9,1,"Fitness & Instruction, Active Life, Trainers, Gyms, Boot Camps"
9902,Mecka Fitness,439 Washington Rd,Pittsburgh,PA,15228,5.0,9,1,"Fitness & Instruction, Gyms, Active Life, Cycling Classes, Yoga"
9919,Planet Fitness,2107 West Roosevelt Blvd,Monroe,NC,28110,3.0,4,1,"Fitness & Instruction, Active Life, Trainers, Gyms"
9945,Sophia in Sapphire,3375 S Decatur Blvd,Las Vegas,NV,89102,5.0,13,1,"Arts & Entertainment, Performing Arts, Active Life, Education, Specialty Schools, Dance Studios, Dance Schools, Event Planning & Services, Wedding Planning, Fitness & Instruction"
9971,LA Fitness,2100 N Dobson Rd,Chandler,AZ,85224,2.5,112,1,"Active Life, Fitness & Instruction, Yoga, Gyms, Trainers, Sports Clubs"
9977,Arthur Murray Dance Centers,"7835 E Redfield Rd, Ste 206",Scottsdale,AZ,85260,4.0,10,1,"Active Life, Dance Studios, Fitness & Instruction, Education, Specialty Schools, Performing Arts, Arts & Entertainment, Dance Schools"
9999,Living Yoga Center,212 S 1st St,Champaign,IL,61820,5.0,4,1,"Active Life, Yoga, Fitness & Instruction"
10047,Monster Gym,61 Brunswick Boulevard,Dollard-Des-Ormeaux,QC,H9B 2N4,4.0,5,1,"Active Life, Trainers, Fitness & Instruction"
10117,Econofitness,785 Rue Beaubien E,Montréal,QC,H2S 2M3,3.5,5,1,"Gyms, Active Life, Fitness & Instruction"
10146,Plumb Performing Arts Center,9153 E Bell Rd,Scottsdale,AZ,85260,4.5,8,1,"Specialty Schools, Education, Dance Schools, Kids Activities, Performing Arts, Active Life, Fitness & Instruction, Arts & Entertainment, Dance Studios"
10259,Extension Room,30 Eastern Avenue,Toronto,ON,M5A 1H5,4.5,16,1,"Active Life, Fitness & Instruction, Dance Studios, Pilates, Venues & Event Spaces, Event Planning & Services"
10296,Pure Barre - San Tan Village,"2556 S Val Vista Dr, Ste 103",Gilbert,AZ,85295,5.0,8,1,"Active Life, Shopping, Barre Classes, Women's Clothing, Fashion, Fitness & Instruction"
10335,Tumbleweed Recreation Center,745 E Germann Rd,Chandler,AZ,85286,4.0,36,1,"Dance Studios, Recreation Centers, Gyms, Fitness & Instruction, Active Life"
10358,Arrowhead Country Club,19888 N 73rd Ave,Glendale,AZ,85308,3.5,34,1,"Restaurants, Party & Event Planning, Shopping, Event Planning & Services, Gyms, Fitness & Instruction, Sporting Goods, Venues & Event Spaces, Active Life, Golf, Country Clubs, Arts & Entertainment"
10437,Octane CrossFit,2936 E Thomas Rd,Phoenix,AZ,85016,5.0,19,1,"Gyms, Active Life, Fitness & Instruction, Interval Training Gyms, Trainers"
10456,Lululemon Athletica,"3200 Las Vegas Blvd S, Unit 2040",Las Vegas,NV,89109,3.5,57,1,"Men's Clothing, Fitness & Instruction, Active Life, Swimwear, Yoga, Shopping, Sporting Goods, Fashion, Women's Clothing, Sports Wear"
10475,Desert Dove Health Alliance,"1989 W Elliot Rd, Ste 12",Chandler,AZ,85224,5.0,4,1,"Medical Centers, Chiropractors, Professional Services, Health & Medical, Fitness & Instruction, Life Coach, Trainers, Active Life"
10476,Local Motion,207 E 8th Ave,Homestead,PA,15120,5.0,10,1,"Active Life, Cycling Classes, Trainers, Yoga, Fitness & Instruction"
10511,Train With Gabe,9065 S Eastern Ave,Las Vegas,NV,89123,5.0,10,1,"Boot Camps, Beauty & Spas, Trainers, Active Life, Health & Medical, Massage, Nutritionists, Fitness & Instruction, Weight Loss Centers"
10531,Bling Tour,"15571 N Litchfield Rd, Ste 104",Surprise,AZ,85374,3.5,9,1,"Dance Schools, Fitness & Instruction, Gymnastics, Dance Studios, Education, Specialty Schools, Active Life"
10599,Tanaka's Martial Arts,"2510 Anthem Village Dr, Ste 150",Henderson,NV,89052,5.0,4,1,"Martial Arts, Fitness & Instruction, Active Life"
10602,Princeton Club Xpress,625 N Segoe Rd,Madison,WI,53705,4.0,9,1,"Gyms, Fitness & Instruction, Active Life"
10669,Anytime Fitness,203 W Cottage Grove Rd,Cottage Grove,WI,53527,4.0,3,1,"Trainers, Fitness & Instruction, Active Life, Gyms, Boot Camps"
10672,Law Dawg Trail Tours,,Las Vegas,NV,89139,5.0,5,1,"Walking Tours, Active Life, Hotels & Travel, Tours, Hiking, Climbing, Fitness & Instruction"
10726,Fitness Together,8121-C Kensington Dr,Waxhaw,NC,28173,5.0,3,1,"Trainers, Fitness & Instruction, Gyms, Active Life, Health & Medical, Nutritionists"
10872,Gainey Village Health Club & Spa,7477 E Doubletree Ranch Rd,Scottsdale,AZ,85258,4.0,63,1,"Active Life, Fitness & Instruction, Beauty & Spas, Day Spas, Yoga, Gyms, Pilates"
10925,Hawk's Gym,"953 E Sahara Ave, Bldg 35, Ste 102",Las Vegas,NV,89104,3.5,19,1,"Fitness & Instruction, Gyms, Active Life, Beauty & Spas, Nightlife, Tanning"
10934,Lakefront Promenade Park,800 Lakefront Promenade,Mississauga,ON,L5E 3G9,4.0,5,1,"Amateur Sports Teams, Stadiums & Arenas, Skating Rinks, Shopping, Active Life, Fitness & Instruction, Parks, Arts & Entertainment"
11131,Anytime Fitness,12958 W Indian School Rd,Litchfield Park,AZ,85340,3.0,10,1,"Trainers, Gyms, Active Life, Fitness & Instruction"
11133,Wynn Fitness Clubs - Mississauga,1590 Dundas Street E,Mississauga,ON,L4X 2Z2,1.5,11,1,"Physical Therapy, Gyms, Health & Medical, Trainers, Fitness & Instruction, Active Life"
11150,Alex Black Golf,6542 E Baseline Rd,Mesa,AZ,85206,5.0,4,1,"Golf Lessons, Golf, Active Life, Trainers, Fitness & Instruction, Summer Camps"
11155,core704,"2729 South Blvd, Ste B",Charlotte,NC,28209,5.0,3,1,"Fitness & Instruction, Active Life, Pilates"
11261,3Minute Fitness,2600 East Carson St,Pittsburgh,PA,15203,4.0,15,1,"Gyms, Weight Loss Centers, Trainers, Interval Training Gyms, Health & Medical, Fitness & Instruction, Active Life"
11264,Modern Yoga,"9619 N Hayden Rd, Ste 112",Scottsdale,AZ,85258,4.5,43,1,"Active Life, Fitness & Instruction, Yoga"
11269,Journey Training,125 W Gemini Dr,Tempe,AZ,85283,5.0,8,1,"Fitness & Instruction, Active Life, Boot Camps, Trainers, Health & Medical, Gyms, Nutritionists, Weight Loss Centers"
11283,Coach Zinger,3519 W Angela Dr,Glendale,AZ,85308,5.0,3,1,"Batting Cages, Active Life, Gyms, Trainers, Fitness & Instruction, Local Services"
11287,GoodLife Fitness,110 Eglinton Ave East,Toronto,ON,M4P 1A6,3.5,31,1,"Fitness & Instruction, Gyms, Active Life, Trainers, Sports Clubs"
11293,The Wellness Center,13385 W McDowell Rd,Goodyear,AZ,85395,5.0,26,1,"Local Services, Acupuncture, Reiki, Active Life, Fitness & Instruction, Massage Therapy, Yoga, Massage, Health & Medical, Beauty & Spas, Speech Therapists"
11355,Esthetica Salon & Spa,90th Avenue & 14th Street Southwest,Calgary,AB,T2V 3H9,2.5,3,1,"Beauty & Spas, Fitness & Instruction, Active Life, Day Spas, Hair Salons, Gyms"
11368,World Martial Arts Academy,2028 N 16th St,Phoenix,AZ,85006,4.5,6,1,"Active Life, Martial Arts, Fitness & Instruction"
11395,CrossFit Back on the Bar,"14855 N 83rd Pl, Ste 101",SCOTTSDALE,AZ,85260,5.0,20,1,"Health & Medical, Nutritionists, Interval Training Gyms, Specialty Schools, Trainers, Education, Yoga, Active Life, Fitness & Instruction, Gyms"
11400,6ix Cycle,1163 Queen St W,Toronto,ON,M6J 1J4,4.5,6,1,"Gyms, Fitness & Instruction, Active Life"
11461,Crossfit West Valley,"8550 N 91st Ave, Ste 94",Peoria,AZ,85345,5.0,15,1,"Gymnastics, Active Life, Gyms, Fitness & Instruction, Interval Training Gyms"
11605,Club Pilates,"1825 E Guadalupe Rd, Ste F-102",Tempe,AZ,85283,4.5,17,1,"Trainers, Fitness & Instruction, Barre Classes, Pilates, Active Life"
11628,TFW - Estrella,"17650 W Elliot Rd, Unit A-150",Goodyear,AZ,85338,5.0,4,1,"Gyms, Trainers, Fitness & Instruction, Active Life"
11635,Pure Barre - Central Phoenix,"5505 N 7th St, Ste 130",Phoenix,AZ,85014,4.5,17,1,"Pilates, Barre Classes, Active Life, Dance Studios, Fitness & Instruction"
11650,Centre Vida Sana,435 Avenue Beaubien Ouest,Montréal,QC,H2V 4C8,2.5,3,1,"Active Life, Event Planning & Services, Venues & Event Spaces, Recreation Centers, Gyms, Playgrounds, Fitness & Instruction"
11801,Arrowhead Martial Arts Academy,"20165 N 67th Ave, Ste 120",Glendale,AZ,85308,3.0,7,1,"Taekwondo, Karate, Fitness & Instruction, Trainers, Martial Arts, Active Life"
11913,EōS Fitness,7070 S Durango Dr,Las Vegas,NV,89113,3.5,592,1,"Active Life, Gyms, Fitness & Instruction, Trainers, Cardio Classes"
11952,Womens Fitness Clubs of Canada,201-7 Rossland Rd E,Ajax,ON,L1Z 0T4,1.0,3,1,"Gyms, Active Life, Fitness & Instruction"
11975,Planet Fitness,1543 Streetsboro Plaza,Streetsboro,OH,44242,4.5,6,1,"Active Life, Fitness & Instruction, Gyms, Trainers"
12019,Hair Dimensions Salon & Spa,8120 Beddington Town Center,Calgary,AB,T3K 1K7,3.0,12,1,"Beauty & Spas, Active Life, Gyms, Fitness & Instruction, Hair Salons, Day Spas"
12041,Hatch Yoga,"626 Burnhamthorpe Road W, Unit 202",Mississauga,ON,L5B 2C4,4.5,3,1,"Meditation Centers, Reflexology, Reiki, Massage Therapy, Yoga, Health & Medical, Active Life, Fitness & Instruction"
12069,"Perennial - Yoga, Wisdom, Community","5500 E Cheryl Pkwy, Ste 101A",Fitchburg,WI,53711,4.5,13,1,"Fitness & Instruction, Active Life, Yoga"
12088,High Park Ski Club,"2238 Dundas Street W, Suite 207",Toronto,ON,M6R 3A9,4.5,5,1,"Ski Schools, Education, Amateur Sports Teams, Fitness & Instruction, Specialty Schools, Active Life"
12122,NoDa Yoga,"3201 N Davidson St, Ste B",Charlotte,NC,28205,5.0,23,1,"Local Flavor, Active Life, Yoga, Fitness & Instruction"
12127,Anytime Fitness,601 N Polk St,Pineville,NC,28134,5.0,8,1,"Fitness & Instruction, Trainers, Gyms, Active Life"
12131,Ribeiro Jiu-Jitsu Las Vegas,"4850 W Flamingo Rd, Ste 38",Las Vegas,NV,89103,5.0,4,1,"Active Life, Brazilian Jiu-jitsu, Martial Arts, Fitness & Instruction"
12172,GoodLife Fitness,8281 Yonge Street,Thornhill,ON,L3T 2C7,2.0,18,1,"Fitness & Instruction, Sports Clubs, Active Life, Trainers, Gyms"
12267,Old School Iron Gym,"5139 W 140th St, Unit A",Brook Park,OH,44142,5.0,15,1,"Fitness & Instruction, Active Life, Gyms"
12320,Fitworks Rocky River,20001 Center Ridge,Rocky River,OH,44116,3.0,12,1,"Active Life, Fitness & Instruction, Gyms, Trainers"
12439,Crossfit Culmination South,"6445 W. Sunset Rd, Ste 144",Las Vegas,NV,89118,5.0,12,1,"Tanning, Beauty & Spas, Tanning Beds, Yoga, Weight Loss Centers, Gyms, Fitness & Instruction, Martial Arts, Health & Medical, Active Life, Trainers, Interval Training Gyms"
12546,"CaVaBien Hair Studio, Day Spa, Medi Spa",2049 42 Avenue SW,Calgary,AB,T2T 2M8,4.0,8,1,"Hair Salons, Massage, Nail Salons, Skin Care, Day Spas, Active Life, Local Services, Gyms, Beauty & Spas, Health & Medical, Hair Removal, Fitness & Instruction, Laser Hair Removal, Medical Spas"
12568,KX Yorkville,263 Davenport Road,Toronto,ON,M5R 1J9,5.0,10,1,"Trainers, Fitness & Instruction, Acupuncture, Chiropractors, Health & Medical, Physical Therapy, Active Life, Gyms"
12647,Felix's Swim Schools,"643 Chrislea Road, Unit 2",Woodbridge,ON,L4L 8A3,3.5,3,1,"Fitness & Instruction, Swimming Lessons/Schools, Active Life, Specialty Schools, Education"
12719,Pure Barre - Fort Mill,733 Stockbridge Dr,Fort Mill,SC,29708,5.0,3,1,"Fashion, Women's Clothing, Barre Classes, Shopping, Fitness & Instruction, Active Life"
12778,Shaolin Kungfu Chan,6264 Spring Mountain Rd,Las Vegas,NV,89146,5.0,11,1,"Active Life, Chinese Martial Arts, Fitness & Instruction, Martial Arts"
12801,Vegas Hot Yoga & Fitness,5875 S Rainbow Blvd,Las Vegas,NV,89118,3.5,365,1,"Yoga, Pilates, Martial Arts, Fitness & Instruction, Active Life"
12855,Gold's Gym Northgate,565 - 36th Street NE,Calgary,AB,T2A 6K3,2.0,20,1,"Gyms, Active Life, Fitness & Instruction, Trainers"
13012,Campus Recreation,"University Of Calgary, 2500 University Dr NW",Calgary,AB,T2N 1N4,3.0,3,1,"Fitness & Instruction, Active Life"
13034,Studio Of Tens,"6378 N Scottsdale Rd, Ste 140",Scottsdale,AZ,85253,4.0,4,1,"Fitness & Instruction, Active Life, Yoga, Barre Classes"
13112,Vegas Fitness Centennial Hills,"7060 N Durango Dr, Ste 110",Las Vegas,NV,89149,3.0,21,1,"Fitness & Instruction, Local Services, Trainers, Active Life, Gyms"
13128,Planet Fitness,1405 W Southern Ave,Tempe,AZ,85282,3.0,10,1,"Active Life, Trainers, Fitness & Instruction, Gyms"
13138,IronGloves Boxing Gym,"1425 E University Dr, Ste B109",Tempe,AZ,85281,5.0,30,1,"Martial Arts, Active Life, Trainers, Fitness & Instruction, Boot Camps, Boxing, Gyms"
13147,Helvig Health Clinic,"10323 W Coggins Dr, Ste C",Sun City,AZ,85351,5.0,4,1,"Fitness & Instruction, Beauty & Spas, Active Life, Massage, Nutritionists, Health & Medical, Specialty Food, Health Markets, Chiropractors, Naturopathic/Holistic, Food, Doctors, Massage Therapy"
13224,Uneed Martial Arts,5233 W Glendale Ave,Glendale,AZ,85301,3.5,3,1,"Self-defense Classes, Martial Arts, Fitness & Instruction, Active Life"
13359,Studio Locomotion,"2600 William-Tremblay, Suite 133",Montréal,QC,H1Y 3J2,5.0,3,1,"Fitness & Instruction, Active Life, Gyms"
13461,Hart House,7 Hart House Circle,Toronto,ON,M5S 3H3,3.5,23,1,"Colleges & Universities, Venues & Event Spaces, Performing Arts, Recreation Centers, Arts & Entertainment, Education, Event Planning & Services, Fitness & Instruction, Active Life"
13533,Sunsational Swim School - Private Swim Lessons,,Las Vegas,NV,89117,5.0,20,1,"Specialty Schools, Kids Activities, Event Planning & Services, Active Life, Education, Swimming Lessons/Schools, Private Tutors, Party & Event Planning, Trainers, Fitness & Instruction"
13807,Gracie Barra Jiu-Jitsu Phoenix,4514 E Thomas Rd,Phoenix,AZ,85018,4.5,8,1,"Martial Arts, Brazilian Jiu-jitsu, Active Life, Fitness & Instruction"
13895,Ms. Carol's Gymkids,116 N Lindsay Rd,Mesa,AZ,85213,4.0,15,1,"Gymnastics, Active Life, Gyms, Kids Activities, Fitness & Instruction"
13975,Raw Fitness - Summerlin,"9275 W Russell Rd, Ste 110",Las Vegas,NV,89148,5.0,24,1,"Boot Camps, Gyms, Fitness & Instruction, Active Life"
13981,Cobrinha Brazilian Jiu Jitsu Academy,"321 N Buffalo Dr, Ste 120",Las Vegas,NV,89145,5.0,22,1,"Martial Arts, Fitness & Instruction, Gyms, Brazilian Jiu-jitsu, Trainers, Active Life, Restaurants, Brazilian"
14027,Aqua-Tots Swim Schools Ahwatukee,"4735 E Ray Rd, Ste A0011",Phoenix,AZ,85044,4.0,21,1,"Specialty Schools, Fitness & Instruction, Education, Swimming Lessons/Schools, Active Life"
14038,Chavez Boxing Gym,2309 N 24th St,Phoenix,AZ,85008,5.0,9,1,"Active Life, Fitness & Instruction, Boxing, Trainers, Gyms"
14047,Nurture Spa & Salon,3900 Las Vegas Blvd S,Las Vegas,NV,89109,3.0,82,1,"Day Spas, Beauty & Spas, Gyms, Fitness & Instruction, Active Life, Hair Salons"
14123,Studio One's - Summerlin Dance Academy,"1181 S Buffalo Dr, Ste 130",Las Vegas,NV,89117,4.0,15,1,"Fitness & Instruction, Dance Studios, Active Life, Arts & Entertainment, Education, Dance Schools, Specialty Schools, Performing Arts"
14132,Morrison Family YMCA at Ballantyne,9405 Bryant Farms Rd,Charlotte,NC,28277,3.5,27,1,"Fitness & Instruction, Gyms, Active Life, Trainers, Child Care & Day Care, Local Services"
